Breed,Age,Nutrition_Protein,Nutrition_Carbohydrates,Nutrition_Minerals,Health_Status,Lactation_Stage,Reproductive_Status,Milking_Frequency,Environmental_Temperature,Environmental_Humidity,Environmental_Housing,Previous_Milk_Production,Milk_Production
Holstein,7,19.437948024211757,32.742108549853505,12.370847085173402,Unhealthy,Late Lactation,Calving,Two times a day,38.3607975876549,66.54008277621028,Pasture,3.018319654270596,0.9654377391596292
Holstein,3,29.689975543536185,34.176591123756516,19.485029432181946,Unhealthy,Mid-Lactation,Post-Calving,Two times a day,33.97362126458772,53.829210087719915,Pasture,15.853549755892535,0.020445991888959902
Ayrshire,3,18.240316271109894,31.94400976793163,19.44665732171095,Healthy,Mid-Lactation,Calving,Three times a day,20.830688680489054,46.8559324929901,Barn,17.75124916825366,12.003638886286511
Guernsey,3,26.846162700086918,40.141623471216164,16.099415585960518,Healthy,Mid-Lactation,Pregnant,Three times a day,36.80076624991396,43.159223974649265,Barn,5.660339317675391,5.6812092415943045
Holstein,5,27.2231976574621,44.159734580448145,19.245224687319,Healthy,Late Lactation,Pregnant,Three times a day,17.234571756201362,67.73189874205968,Pasture,8.759279279251368,17.61096684677914
Ayrshire,3,20.923880592766398,34.03452047393079,17.85812645468373,Healthy,Early Lactation,Pregnant,Two times a day,26.23540660489766,71.38893660717433,Barn,7.099900820767071,6.54500615811634
Guernsey,3,26.05870132335645,37.131099117751106,15.899478828018088,Healthy,Mid-Lactation,Post-Calving,Two times a day,36.30100578543393,73.0581460981992,Pasture,1.4509402597330379,5.7947520105777865
Ayrshire,5,19.11514973255268,39.51509609566806,10.064352114967956,Healthy,Early Lactation,Calving,Two times a day,30.390377022164873,76.55060013215194,Pasture,13.46408492031619,5.390212424365945
Jersey,3,21.08456719718496,44.99199372323446,17.72516286079404,Unhealthy,Early Lactation,Calving,Three times a day,24.92746955346477,75.19718254553494,Pasture,16.503858696113802,2.897056545364882
Holstein,7,27.45482385950718,31.572120974963582,17.024883415884688,Unhealthy,Late Lactation,Calving,Two times a day,22.02750880169205,79.9896508903237,Pasture,6.097587147824141,11.630609485542212
Jersey,7,28.376234304402484,37.47856199258564,16.15253653282414,Healthy,Late Lactation,Pregnant,Three times a day,24.002385727640398,49.76256043869005,Barn,19.803515872614366,3.3642720466842
Guernsey,3,25.301836951917494,35.7768017985375,17.60424311682472,Unhealthy,Early Lactation,Calving,Three times a day,27.21460274422287,70.53230460848843,Barn,1.5170311456470986,8.492623195805818
Jersey,5,24.08206118184579,42.98730247833532,15.129221647747658,Unhealthy,Mid-Lactation,Pregnant,Two times a day,22.657054316947377,63.45838049499191,Pasture,13.23581427629042,9.219441045112976
Jersey,7,19.911648247427763,37.13951596517484,17.04083271321339,Healthy,Late Lactation,Calving,Three times a day,38.25522868997519,50.449805298143296,Pasture,8.96456029052178,0.40984093755948914
Guernsey,5,18.757308396949803,31.66466286877722,19.351720867264934,Healthy,Mid-Lactation,Pregnant,Two times a day,37.39386367358748,79.27621289147771,Barn,8.932038022133117,0.3361455964228499
Ayrshire,5,19.411788341682705,39.51636217929875,13.758050158460863,Unhealthy,Mid-Lactation,Calving,Three times a day,35.8961152371437,75.91592419097009,Barn,9.152912320670804,10.404253775136585
Jersey,7,20.728287601153184,41.5617092739582,17.081218349006253,Healthy,Mid-Lactation,Post-Calving,Three times a day,25.12391605254368,45.140626737764656,Barn,5.1736354760285685,13.920694644582646
Ayrshire,5,22.100094022763052,30.04321877498422,14.756878180109588,Unhealthy,Early Lactation,Post-Calving,Two times a day,31.591242464045493,41.04633369293679,Pasture,14.311256546644648,18.842849645608094
Jersey,7,22.570914306131847,42.884350281309445,16.743996518139816,Healthy,Mid-Lactation,Pregnant,Three times a day,36.66790336886315,67.53323049330707,Barn,14.431530521700537,3.582385683139102
Ayrshire,5,22.155861223068044,32.79034500008498,17.62893335554364,Unhealthy,Early Lactation,Pregnant,Three times a day,35.41030770429427,64.1652251542614,Pasture,5.647942202116541,2.0651761887216513
Guernsey,7,20.86866398636719,38.28104046980067,10.45452500435796,Unhealthy,Early Lactation,Calving,Three times a day,24.943848336484983,77.43262496444584,Pasture,16.706129217169003,1.0417581385430186
Jersey,3,24.116690961020378,36.236962510311756,16.466004439486618,Unhealthy,Mid-Lactation,Calving,Three times a day,17.697265183734256,49.3602114864148,Barn,6.3368988730066,8.720831658259005
Guernsey,7,27.903433298794763,40.794807249157955,12.267411844069446,Unhealthy,Mid-Lactation,Post-Calving,Three times a day,16.815128732029187,43.375517915799485,Pasture,14.501862479730844,12.462947346719137
Jersey,7,21.35644246165775,35.567424221786126,16.700325378075668,Healthy,Mid-Lactation,Calving,Three times a day,28.849537085416863,50.36861335087946,Barn,2.4199953502413285,16.811067135025283
Guernsey,7,29.308644229226797,43.04644765022566,14.683301859338135,Healthy,Mid-Lactation,Pregnant,Three times a day,30.423070445062358,40.75710562045854,Pasture,3.3740328560749133,13.652897645862627
Guernsey,7,28.480039940686176,40.95744541438185,17.73552741864887,Unhealthy,Early Lactation,Pregnant,Three times a day,35.39622251032858,41.43571004755729,Pasture,6.315912890165023,4.167215781497147
Jersey,5,19.941170536225314,39.71569756594382,11.234008152055964,Unhealthy,Mid-Lactation,Pregnant,Two times a day,22.020360488184746,76.59431223683038,Pasture,11.87747535335723,9.23540732792558
Jersey,3,27.435311481085133,41.94360893344282,16.26322351656195,Healthy,Mid-Lactation,Pregnant,Two times a day,19.01929177320102,54.08066330007513,Pasture,12.910229709573986,18.206926926173107
Jersey,7,24.8950485878132,41.31034552392573,12.784707289275524,Healthy,Early Lactation,Pregnant,Three times a day,24.096139996276786,56.43236004038722,Pasture,7.927123439349497,6.5348212495474245
Holstein,5,24.79890434605702,30.5390801238233,18.529819953305914,Unhealthy,Late Lactation,Post-Calving,Three times a day,23.4858029671746,40.734866181524175,Pasture,1.5567830622102807,9.97460730183863
Ayrshire,3,22.69251315669809,35.92101530767242,19.283835056363074,Unhealthy,Late Lactation,Post-Calving,Two times a day,18.179254896428514,50.82087120687386,Barn,7.472693041854486,19.171306692873934
Holstein,3,24.013835990184116,43.962109459747346,19.963982936790554,Unhealthy,Early Lactation,Pregnant,Three times a day,31.13478366031565,72.18903934965724,Barn,13.77535031918303,14.694160111473952
Holstein,3,22.766145329150532,31.885864034883394,17.960074024272835,Unhealthy,Late Lactation,Calving,Two times a day,27.208606577505023,64.61963838666877,Pasture,13.419909222606318,14.95480771283384
Guernsey,3,24.476791425119316,41.05644825648077,17.537340704280044,Unhealthy,Early Lactation,Pregnant,Two times a day,32.30694614675439,70.15122404345661,Barn,3.203928264108855,5.046680088264552
Jersey,7,25.535400633271628,44.61887717002995,12.15500758867551,Healthy,Mid-Lactation,Post-Calving,Two times a day,23.464586884073633,57.8885496317514,Pasture,0.1556794053793431,8.293962366102562
Ayrshire,7,26.09164567690858,30.782979435674573,13.360070589901088,Unhealthy,Mid-Lactation,Pregnant,Three times a day,22.816853077864856,52.3891688700532,Barn,15.059632345922335,1.6468432619344342
Guernsey,5,24.389774310713115,40.232908209399156,14.656825417622795,Healthy,Late Lactation,Post-Calving,Three times a day,26.341820473052536,59.312403733134815,Barn,2.1273633277048742,12.130517341010673
Holstein,5,26.65706480794478,37.022312119515455,17.733810477822498,Healthy,Mid-Lactation,Post-Calving,Three times a day,36.05777628948353,52.922842736230045,Pasture,1.64698287928571,2.0746032908498835
Jersey,5,19.69533659130607,38.68762883062083,19.149658650779685,Healthy,Late Lactation,Pregnant,Two times a day,15.966751361615529,73.55884386696272,Barn,0.054024336683269336,16.718191644119095
Guernsey,3,20.54378989082686,31.280120047264873,11.891391000229847,Unhealthy,Late Lactation,Pregnant,Two times a day,34.31598761511533,51.90694862371383,Pasture,8.652026519138545,16.291075740399936
Jersey,3,27.82482004889124,30.64510427800409,19.22367484670103,Healthy,Mid-Lactation,Calving,Two times a day,23.855702703786157,66.39054561812335,Barn,10.065278018016288,10.67210202244619
Guernsey,7,21.87033573415698,40.002999908263824,16.956246523540578,Healthy,Mid-Lactation,Post-Calving,Three times a day,35.51085661892347,45.47928889238111,Pasture,12.753280922971813,2.823320663940594
Jersey,3,18.27472589971344,42.349641447310766,16.107707306850386,Healthy,Late Lactation,Calving,Two times a day,34.25287221206055,67.4746597493964,Barn,5.921276814251717,0.5115796639033632
Holstein,3,19.845493796016374,41.73023002399451,11.998412712819395,Healthy,Mid-Lactation,Pregnant,Two times a day,23.370269937506123,76.53198846400136,Pasture,14.208494327735599,15.934173350851449
Ayrshire,3,20.683373213955736,38.15708591799356,10.555250328091505,Unhealthy,Early Lactation,Post-Calving,Three times a day,31.653036847718784,64.34332618559634,Barn,3.3866371481388313,12.002809664268536
Holstein,5,29.487874654735045,31.498002317042673,15.684648985079399,Unhealthy,Mid-Lactation,Calving,Two times a day,18.831186162562563,62.39421520137909,Pasture,16.639801062206946,14.218592734957667
Ayrshire,5,24.87649714717019,40.32066665754021,16.515156833288923,Healthy,Mid-Lactation,Calving,Two times a day,36.51075725193091,78.4447307208656,Barn,11.436966577808912,6.076142514727351
Jersey,7,29.192768885715058,33.62833325331219,12.107814493546883,Healthy,Early Lactation,Calving,Three times a day,24.707785546845827,65.09586221263385,Pasture,11.677796467440968,10.18965475687829
Guernsey,3,24.901960205959497,43.66603054151075,15.564562058254564,Unhealthy,Mid-Lactation,Pregnant,Three times a day,25.935014768524805,50.382017330923304,Barn,4.195508275582163,14.943483410793007
Holstein,3,23.75225328165422,42.57398039318557,18.564934027625736,Unhealthy,Mid-Lactation,Pregnant,Two times a day,31.938217224887637,51.69564095390962,Pasture,1.4821749860077649,9.251266166275991
Ayrshire,7,21.764732294329153,40.64074450631087,18.3506594545502,Unhealthy,Late Lactation,Pregnant,Three times a day,34.70016568091643,68.21226570143709,Barn,9.29449606161343,12.027684455374619
Holstein,3,25.276451333200505,44.23268933746696,19.273551805862972,Healthy,Mid-Lactation,Post-Calving,Two times a day,20.67222583987703,69.41746375568745,Pasture,12.31223903844718,15.794565236159245
Ayrshire,3,19.670376295410357,30.471327322669094,13.658858095568805,Unhealthy,Mid-Lactation,Pregnant,Three times a day,30.87240335704789,52.13984927156061,Pasture,1.900929173233712,4.3044129053275775
Holstein,5,28.77913952751247,41.04300637591143,13.180495725509187,Healthy,Early Lactation,Post-Calving,Two times a day,24.407953053339565,53.81375911705321,Pasture,19.010689490563333,1.3185777871496462
Ayrshire,7,27.951988861695405,34.953641690046084,17.494260059808084,Healthy,Late Lactation,Calving,Three times a day,23.848870176095073,79.64226034956349,Pasture,19.608287204656136,10.636470216216104
Ayrshire,7,21.810377374520844,43.59098828529548,14.31112405097005,Unhealthy,Late Lactation,Calving,Two times a day,31.560619774575713,44.0781019832111,Barn,10.909133907849839,1.2425154144019146
Jersey,7,29.43357033121553,34.00012794992966,10.875486640277806,Healthy,Late Lactation,Pregnant,Three times a day,24.292398579742425,56.185801137603974,Barn,19.001383105468122,15.331145887335065
Ayrshire,7,27.902409208986818,40.87284748972526,12.828011306704997,Unhealthy,Mid-Lactation,Calving,Three times a day,23.306604003945782,42.4979012479003,Barn,3.5889047516170614,14.384228952675773
Jersey,5,25.995682630020475,43.16470529476172,14.18582285531489,Healthy,Late Lactation,Pregnant,Three times a day,35.06132179502982,72.84313447992963,Pasture,0.5084137035904979,17.63425342930594
Ayrshire,5,19.461142933503297,30.624852275740235,12.925164254762521,Unhealthy,Early Lactation,Post-Calving,Three times a day,17.430626971944154,43.69383355781729,Pasture,0.7881907058077986,12.791241960679212
Guernsey,3,23.73880827657687,35.96471369388054,13.322055709473215,Healthy,Late Lactation,Calving,Three times a day,31.221422947925056,66.96029425850844,Pasture,11.750249588535581,1.3439514150474752
Guernsey,3,24.07329065816101,41.43463548032908,12.937759061743908,Healthy,Early Lactation,Pregnant,Three times a day,20.969409450974993,42.25933696013928,Pasture,1.2328376687364706,5.063042509792348
Guernsey,3,20.79061630038456,36.82378334261381,10.414991671830794,Unhealthy,Late Lactation,Calving,Three times a day,15.371957803828568,66.91420151238765,Pasture,19.170912136481743,16.158636891254385
Ayrshire,3,18.959584732311622,34.00878944690393,16.370947008244425,Unhealthy,Late Lactation,Calving,Two times a day,19.00234245294461,73.72147787710813,Barn,2.8386642151879715,3.342648346271755
Jersey,5,27.32068356566031,33.29708023234785,15.972924203534692,Unhealthy,Early Lactation,Pregnant,Two times a day,29.559876714620827,55.95286107696229,Barn,6.094456121059572,13.969609356297747
Jersey,7,19.46442062549274,31.97277400374567,16.533834984786807,Unhealthy,Late Lactation,Calving,Three times a day,32.0190525956625,60.88505973728708,Barn,16.45035603996697,15.605186618409558
Ayrshire,5,25.131489006741297,42.85694339784423,11.923098960336274,Healthy,Late Lactation,Calving,Three times a day,15.50538680535168,56.0616695202113,Pasture,4.374806462081862,6.602235957104822
Guernsey,3,29.237390086603927,38.63033104877334,12.956545416124854,Unhealthy,Late Lactation,Calving,Two times a day,15.874210639241284,52.01955034530556,Pasture,4.859369169091412,6.44594946805817
Guernsey,5,28.51326231117651,31.14577417487184,16.196159269449222,Unhealthy,Mid-Lactation,Calving,Two times a day,36.66101075623087,72.13053602508512,Pasture,12.846179115820364,11.156053624182938
Jersey,7,21.333031484991132,35.73870485355953,15.996275684599214,Healthy,Early Lactation,Post-Calving,Three times a day,16.759339634729276,50.880102949239586,Pasture,5.5217217697852465,17.225726655095276
Guernsey,7,28.217383650615183,35.51600476207665,15.063303093542679,Unhealthy,Late Lactation,Calving,Two times a day,36.46037180679771,68.91773697557788,Pasture,4.348952680154006,4.478124038269611
Holstein,5,18.003990073445873,32.72608786064195,13.504132500101974,Unhealthy,Early Lactation,Calving,Two times a day,20.47598193002174,48.24788317020809,Pasture,5.08355428611315,18.825163920848055
Jersey,5,18.212253715359086,36.53261438208286,19.1293100477469,Healthy,Early Lactation,Pregnant,Three times a day,32.76042720379711,49.99415184313318,Pasture,9.812949986814537,11.982373696402163
Guernsey,5,25.23063796611438,34.981490480897044,13.397702422988438,Unhealthy,Early Lactation,Post-Calving,Three times a day,22.43359797470429,53.45844650308849,Barn,19.321997454629642,19.842529427045523
Jersey,3,22.37757862973435,35.12705558238274,14.556191564372515,Unhealthy,Late Lactation,Pregnant,Three times a day,35.61004861462041,63.56625509575153,Barn,16.644758831224568,1.7922744799064527
Holstein,5,22.637530093909767,41.085398366819376,16.781138309542087,Unhealthy,Late Lactation,Pregnant,Two times a day,31.81091677018459,58.17689276638164,Pasture,5.692205291203543,2.5312427301351814
Jersey,5,24.773293088146588,33.348950782577944,15.43021430866764,Unhealthy,Early Lactation,Pregnant,Three times a day,24.643523006440684,69.80579239311282,Pasture,7.267464169961954,16.532836074269653
Jersey,5,20.301389467102325,39.62789938283033,13.468859763643856,Unhealthy,Mid-Lactation,Post-Calving,Three times a day,16.831258900177907,48.54269201344769,Pasture,9.290245010081549,17.295117912076986
Jersey,7,20.54106420798574,38.55974435821402,14.356447904565098,Unhealthy,Early Lactation,Pregnant,Two times a day,32.58480441289937,40.426891513953365,Barn,19.578592940339806,8.909173767418679
Jersey,7,23.815219044226374,38.52138768506801,17.944808178535062,Healthy,Mid-Lactation,Pregnant,Three times a day,29.805234143164355,71.0622988714088,Barn,3.447809366714314,14.2814235228467
Holstein,3,27.051042532126356,39.94511019212664,12.781291554866124,Unhealthy,Early Lactation,Pregnant,Two times a day,15.06988122801093,72.8659733552029,Pasture,7.149662069837657,17.35114574891077
Ayrshire,3,25.433973016891052,38.22573054293481,11.422552397768154,Healthy,Early Lactation,Calving,Two times a day,15.226076543338689,42.37920652433558,Barn,14.5885218796543,0.8625557643765736
Jersey,7,21.568260578842068,43.188826722695765,13.131632018297772,Healthy,Early Lactation,Pregnant,Two times a day,34.411031356624655,64.43630088633586,Barn,19.278874685378867,11.479008459865172
Jersey,7,23.164046130107053,40.1337013792539,18.495342154879012,Healthy,Late Lactation,Post-Calving,Two times a day,21.225593731244494,55.128271354923115,Barn,3.1135042552847536,17.06961333052979
Guernsey,7,20.04797710259998,38.20444877057082,10.889897148563467,Healthy,Mid-Lactation,Post-Calving,Two times a day,30.267208025473575,71.75582620778067,Pasture,4.547599083886915,7.963098891695499
Jersey,5,18.89555777204498,42.446446804314675,19.91696073372452,Unhealthy,Mid-Lactation,Calving,Two times a day,25.90114607436594,74.97658216785914,Barn,4.5138934878086046,6.047672122248537
Guernsey,5,27.39235248892979,39.092198474002195,15.410028989276626,Unhealthy,Early Lactation,Post-Calving,Three times a day,35.722320348522416,74.04015067188996,Barn,0.41864058984147023,15.914133701896752
Ayrshire,7,21.184648910258336,34.36716371677768,19.848457439670938,Unhealthy,Late Lactation,Post-Calving,Three times a day,37.007066714459725,71.08816989403408,Pasture,12.08231249961899,6.715731670056724
Holstein,5,20.133196654214977,33.10642377264857,19.389964220859774,Healthy,Late Lactation,Calving,Three times a day,38.92338510429249,50.76208914968652,Pasture,13.414061482917877,0.0634859636900642
Holstein,5,26.29941666683183,32.28491678494018,14.528137142109168,Unhealthy,Mid-Lactation,Pregnant,Two times a day,18.688419259373923,72.47558574273268,Barn,12.050517802505068,19.191451752581315
Ayrshire,3,25.416620091446234,43.491828188191526,11.98491074605349,Unhealthy,Late Lactation,Calving,Three times a day,35.71113711541141,61.33913903625171,Pasture,1.4264597882562868,11.84246472702037
Holstein,7,25.59827551216157,40.65203147697099,11.648847765651384,Unhealthy,Mid-Lactation,Pregnant,Two times a day,21.384513041491243,42.11026459328363,Barn,1.384602514912634,16.390358374201423
Ayrshire,7,20.74673525815936,44.060676572464814,12.399893638699576,Healthy,Mid-Lactation,Pregnant,Three times a day,29.179580997492184,58.277553995929956,Barn,4.207731089882481,16.506031246854292
Ayrshire,5,20.791746462752172,39.049377085724146,17.101326405645374,Healthy,Mid-Lactation,Post-Calving,Two times a day,27.13854801286106,77.68631668119974,Pasture,5.805890313978292,1.3282084074546563
Ayrshire,7,20.649631557427668,37.10101322242369,12.729499947314878,Unhealthy,Late Lactation,Calving,Three times a day,15.431715157737305,75.51437398942211,Pasture,15.730873118200947,3.417203987729296
Holstein,3,20.085031147947532,30.89574733456334,13.414252696042983,Healthy,Mid-Lactation,Post-Calving,Two times a day,37.386510717746276,44.09057123988464,Barn,3.1878053149784225,6.222413615192948
Guernsey,3,25.868684070739874,40.07463422319044,14.487788039946148,Healthy,Mid-Lactation,Post-Calving,Three times a day,16.879849323581244,69.76506742857481,Pasture,0.8818443279506427,6.413985700826457
Ayrshire,3,28.176190622992817,38.73313139652347,19.132326804214564,Unhealthy,Early Lactation,Pregnant,Two times a day,31.51725406578566,72.2317146383294,Pasture,7.879750154261103,13.175722353618259
Jersey,7,26.691809636119935,44.853133403814326,11.893934178848461,Healthy,Mid-Lactation,Post-Calving,Three times a day,33.84016406899829,50.85552752947059,Barn,8.327843402838406,12.462658415053696
Holstein,7,27.50512360512652,33.58738166673365,10.05026552609803,Healthy,Mid-Lactation,Calving,Two times a day,34.086908377144425,58.86434282964369,Barn,9.018146763779084,9.891795560196275
Ayrshire,7,22.857581149022398,37.96106032930254,10.6009641037817,Unhealthy,Early Lactation,Post-Calving,Three times a day,18.251868454292275,68.43951765854732,Barn,16.538070880539372,4.225274646175359
Ayrshire,7,25.84890954446398,39.76436002677109,19.04766341680118,Healthy,Early Lactation,Post-Calving,Three times a day,25.74167881219133,57.56165955284592,Barn,1.9601082974188344,7.639669393806068
Jersey,7,22.250834885337294,39.668867621135156,16.475164648433633,Healthy,Late Lactation,Pregnant,Three times a day,34.906292890415514,44.51187675466308,Barn,14.078841648439242,10.87187936930339
Guernsey,3,24.30605546362368,38.41940314422604,12.730406193278068,Healthy,Mid-Lactation,Calving,Two times a day,22.26430104909011,68.23529778726886,Barn,6.758911420905815,9.359707322078838
Guernsey,5,23.779618158418348,41.653920154908384,11.77192501011191,Healthy,Late Lactation,Post-Calving,Two times a day,26.225968208991926,76.46554758941214,Pasture,6.199602728709399,2.5458506619015675
Guernsey,3,20.122645741726252,33.07471814290225,12.942667366371143,Healthy,Late Lactation,Pregnant,Two times a day,21.5470534247963,66.0993891362463,Pasture,18.6508625217196,12.990209870038477
Ayrshire,7,22.644945124027572,40.88440800411624,11.147969272512801,Healthy,Early Lactation,Post-Calving,Two times a day,26.12523402924778,70.95202994276136,Barn,4.969370488334841,1.461035536213211
Ayrshire,3,29.56586730578821,39.29601857149634,19.41532910284441,Healthy,Late Lactation,Calving,Two times a day,36.308110142229125,54.33450142631314,Pasture,12.850636706787327,7.563893661621606
Ayrshire,7,20.982963092579304,43.4411266769186,17.842061743652668,Healthy,Mid-Lactation,Post-Calving,Three times a day,25.922981544786467,47.327929805065395,Pasture,5.502555147521841,14.200586953504581
Holstein,7,19.605644835353864,42.707916585503725,14.623911769125407,Unhealthy,Early Lactation,Post-Calving,Two times a day,28.34188840978369,65.7109464647317,Barn,10.142877652807702,0.4004706903941302
Jersey,3,23.022967459487223,34.7272055869883,18.64962605115202,Unhealthy,Mid-Lactation,Pregnant,Three times a day,24.695430799274007,53.11084823364875,Pasture,15.725857851925557,11.399656380906322
Ayrshire,7,27.48405283032178,34.1435598746273,12.494582042932322,Unhealthy,Mid-Lactation,Post-Calving,Three times a day,26.04281239687981,74.40294075959171,Pasture,17.634450470325213,6.690419482865946
Jersey,5,24.985778757359668,44.72479985778672,17.171205684721933,Unhealthy,Early Lactation,Pregnant,Two times a day,15.364180777114122,44.90512199912026,Barn,16.773944805901007,0.1766368684546893
Jersey,7,26.171697926858933,37.908977713728845,18.561324990137436,Healthy,Mid-Lactation,Calving,Three times a day,21.809892239050946,57.33854798932495,Pasture,11.643614722892796,3.807665421219437
Guernsey,5,20.276338178096125,43.59631445871655,13.567687116232726,Unhealthy,Early Lactation,Post-Calving,Two times a day,25.477961321803786,55.869104018735435,Pasture,4.9763263067644425,18.81892386541309
Holstein,5,25.427378316092657,32.458215356707235,17.574644454507176,Unhealthy,Mid-Lactation,Calving,Two times a day,30.211127423825495,77.52215414215718,Barn,13.224667665237316,10.422978110101809
Ayrshire,7,21.882004738937685,39.64228372200262,12.950723492643093,Healthy,Early Lactation,Calving,Two times a day,25.801246333293413,46.12539202417616,Pasture,14.19810091559216,19.944544092582635
Guernsey,3,28.01164039145721,42.147902810408794,12.988571352590307,Healthy,Late Lactation,Post-Calving,Three times a day,23.107609039717538,40.39387300048044,Pasture,0.2138398022700283,10.496335007294824
Guernsey,5,25.551585672128834,44.2109287437967,11.07057178554186,Healthy,Mid-Lactation,Pregnant,Two times a day,24.31436964825977,49.5234085122847,Pasture,8.784210218637492,10.878728245805364
Ayrshire,3,20.38627533330355,35.060102115255354,14.400580465093988,Healthy,Early Lactation,Calving,Two times a day,20.815039900811197,72.81107439074617,Barn,16.865240856435285,7.8368602586570475
Jersey,5,18.775400158129035,40.87471754886079,17.297119064974222,Healthy,Mid-Lactation,Calving,Two times a day,37.18786278657727,48.37287264188068,Barn,9.791751924860947,6.200808374628286
Guernsey,7,18.511598511444394,38.08219513559429,19.402208055712848,Unhealthy,Mid-Lactation,Post-Calving,Three times a day,27.52183741898195,49.63512254821931,Pasture,6.227508843266422,5.030911062658896
Jersey,7,22.45690281180169,30.909433890997022,16.037969919290962,Healthy,Mid-Lactation,Post-Calving,Two times a day,15.321826892930954,45.195952181472435,Pasture,17.435955420493254,6.8684123226134774
Holstein,5,21.190213639851763,40.34999605963415,18.63135537735739,Unhealthy,Early Lactation,Post-Calving,Three times a day,15.46671020206912,68.61744813106162,Barn,3.1176139505961142,9.197021618008643
Jersey,7,25.753081481550097,40.35144837356765,18.22494649290227,Unhealthy,Late Lactation,Post-Calving,Three times a day,38.351079238848996,42.76696762021669,Barn,4.128904648324008,3.8398390046158015
Holstein,5,23.99200601974342,43.95910207269806,11.733430529752809,Healthy,Late Lactation,Post-Calving,Two times a day,20.31482139295788,53.24833209314086,Pasture,13.747447338722667,4.497501836113917
Jersey,7,21.19223133606457,37.45968669253459,14.858174289126314,Unhealthy,Late Lactation,Post-Calving,Three times a day,34.33459893154355,51.299949064838586,Barn,7.0487188305315,5.430895373368783
Guernsey,3,19.79085333540211,33.45376381065772,11.169235355253914,Unhealthy,Early Lactation,Pregnant,Three times a day,16.39860723745379,62.20638919160619,Pasture,14.260336714675578,8.985197838616783
Guernsey,7,19.526397152249395,30.668457351730186,16.82153161561635,Healthy,Late Lactation,Calving,Two times a day,37.10790568066918,69.21665060078942,Pasture,3.1540724251898378,13.056267336284861
Holstein,3,28.375924705685012,36.23463280028859,19.49899668246076,Unhealthy,Early Lactation,Pregnant,Two times a day,35.98600808800028,61.3150573878699,Barn,5.045381792016919,17.122923005725745
Ayrshire,7,20.921735620858406,34.52875050116253,11.370894580787565,Unhealthy,Mid-Lactation,Pregnant,Two times a day,28.706235898428353,77.24103971900271,Barn,3.1329475672726703,5.742636743742866
Holstein,3,25.82052777493162,41.41632459035813,17.338831308025412,Unhealthy,Mid-Lactation,Post-Calving,Three times a day,15.215967774798138,78.05770555549327,Pasture,19.058206271270194,3.6745668068287474
Holstein,7,27.728231135835195,35.3140164726157,16.32238150867861,Healthy,Late Lactation,Calving,Two times a day,21.187460976560104,54.45861313994062,Pasture,8.108079217018481,7.576949297011099
Jersey,3,25.368975734216832,44.23606794472266,15.836050370080997,Healthy,Early Lactation,Pregnant,Three times a day,24.76374353756316,71.1072150509957,Barn,6.74439819820452,17.887661527437114
Jersey,5,28.31478277976335,44.43465304481676,13.901202346883393,Healthy,Mid-Lactation,Post-Calving,Three times a day,26.04153880194148,69.55205533072758,Pasture,0.28404312341529403,0.19721456674278937
Holstein,5,22.708724658341694,39.31362885326562,13.551316477538126,Unhealthy,Early Lactation,Post-Calving,Three times a day,22.14429020549693,75.71858366819309,Barn,3.068351588217748,13.557372321154908
Guernsey,3,29.47466628778738,43.929904305223246,10.45249189018888,Healthy,Early Lactation,Calving,Three times a day,15.79074883789272,57.91774560830813,Barn,8.42271712484999,9.54320092823163
Jersey,7,19.597740050137162,41.41281516771743,12.179087082520134,Unhealthy,Mid-Lactation,Pregnant,Three times a day,29.16305774223701,61.218927487911685,Barn,1.3700558514378813,3.220924299213601
Ayrshire,3,19.225794355890457,38.20289461462689,10.151768822868268,Healthy,Early Lactation,Pregnant,Two times a day,27.579712024674144,56.630972543262956,Barn,10.214786590124339,6.4204305254893335
Jersey,7,25.90430575448932,32.70461903134167,15.814171055820205,Unhealthy,Mid-Lactation,Pregnant,Two times a day,21.792015250297865,74.01507677198822,Barn,9.100308769288956,4.499000877540677
Jersey,5,29.313973696959142,36.8789691527076,11.058532358779088,Healthy,Mid-Lactation,Post-Calving,Three times a day,15.911423221670557,49.18809261448537,Pasture,15.34336280688704,17.556643357802447
Ayrshire,7,27.706601539635937,38.41311695043926,18.730193940297163,Healthy,Mid-Lactation,Calving,Three times a day,38.87026049332656,49.58836312969779,Barn,13.196054028006332,9.637467678899805
Holstein,5,18.917002313256617,42.95942371102515,15.231430206971652,Unhealthy,Early Lactation,Calving,Two times a day,26.567668483833742,54.90420414308319,Barn,8.918946106411475,11.261885557449855
Ayrshire,7,21.352412567216597,37.220000648034976,16.996899090587085,Healthy,Mid-Lactation,Pregnant,Two times a day,33.14410180257785,49.21371328409405,Barn,4.493214002101428,11.873752386740414
Holstein,7,29.163826618053882,43.46512009016935,14.108570918404965,Unhealthy,Early Lactation,Post-Calving,Three times a day,25.855536841232052,62.44027345659683,Barn,14.537271320356126,12.792342492047123
Holstein,7,21.036701193609414,40.115234685352036,15.605798090010486,Healthy,Mid-Lactation,Pregnant,Three times a day,16.036086980710593,45.37960425982009,Barn,14.157242069084084,9.9111138075186
Holstein,3,27.37404508544303,32.05498594580507,19.426591769666302,Healthy,Mid-Lactation,Calving,Two times a day,22.430417882052,52.80744877616222,Barn,3.0659232103077483,0.3574706167263164
